Task ID,Area,Requirement,Acceptance test,Status,Evidence / file / URL,Notes
202,P. Hero,Avoid inserting a standalone skyline SVG beneath the hero as a border.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/HomeHero.tsx; hero desktop/mobile browser QA","Checked against the numbered requirement and its acceptance test."
203,P. Hero,Preserve the core value proposition hierarchy.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/HomeHero.tsx; hero desktop/mobile browser QA","Checked against the numbered requirement and its acceptance test."
204,P. Hero,Keep Book a Consultation prominent if still part of the approved hero CTA strategy.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/HomeHero.tsx; hero desktop/mobile browser QA","Checked against the numbered requirement and its acceptance test."
205,P. Hero,Keep tender-writing-services exploration available if still part of the approved hero CTA strategy.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/HomeHero.tsx; hero desktop/mobile browser QA","Checked against the numbered requirement and its acceptance test."
206,P. Hero,"Use imagery that reflects care operations, procurement or the people involved in tender work.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/HomeHero.tsx; hero desktop/mobile browser QA","Checked against the numbered requirement and its acceptance test."
207,P. Hero,Ensure hero imagery does not overwhelm the headline on mobile.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"components/HomeHero.tsx; hero desktop/mobile browser QA","Checked against the numbered requirement and its acceptance test."
208,Q. Results / proof section,"Retain the proof content currently represented by 92%, 200+, £50M+ and 5/5 unless content owners change it.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
209,Q. Results / proof section,Do not assume the current large blush card plus three white cards is the final design.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
210,Q. Results / proof section,Redesign the statistics as part of a more distinctive visual composition.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
211,Q. Results / proof section,Keep the explanatory meaning of each figure clear.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
212,Q. Results / proof section,Keep the “Read the terms” route where required for the win-rate statement.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
213,Q. Results / proof section,Use company colours rather than the current pastel block scheme unless confirmed as brand.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
214,Q. Results / proof section,"Consider integrating proof figures with imagery, line work or architectural framing instead of generic bordered cards.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
215,Q. Results / proof section,Keep accessibility and numerical legibility high.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
216,R. Services,Keep Tender Writing Services as a major content section.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
217,R. Services,Design services as more than a generic list of rounded tiles.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
218,R. Services,Use hierarchy to distinguish the most requested/primary service from secondary services.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
219,R. Services,Use interaction only where it adds clarity.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
220,R. Services,Ensure service cards/links have clear focus states.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
221,R. Services,Keep a route to compare all tender services.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
222,R. Services,Integrate the service section into the overall London/brand visual language.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
223,S. Healthcare specialism,Keep the message that TenderLab specialises in care/healthcare rather than every industry.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
224,S. Healthcare specialism,Use imagery strongly in this section because the subject is operational care expertise.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
225,S. Healthcare specialism,Consider portrait/photography overlap with architectural/foreground forms inspired by the Access Point portrait treatment.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
226,S. Healthcare specialism,Do not default to three identical cards with identical image framing if a richer editorial composition works better.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
227,S. Healthcare specialism,"Keep the three evidence pillars understandable: frontline care experience, healthcare-only tender writing, evaluator-side insight.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
228,T. Guides / educational content,Keep the guide topics discoverable.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
229,T. Guides / educational content,Reject the current simple 2x2 pastel quadrant as the only possible design.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
230,T. Guides / educational content,Use the Daily Interaction card principle selectively if appropriate.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
231,T. Guides / educational content,Keep the four guide titles legible without requiring hover.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
232,T. Guides / educational content,Use images/illustrations or editorial typography to differentiate guides where appropriate.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
233,T. Guides / educational content,Keep the “Browse all tender guides” action.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
234,T. Guides / educational content,Ensure mobile interaction does not rely on hover.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
235,U. Case studies,Keep case studies as a major proof section.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
236,U. Case studies,Keep documented-result positioning and award evidence clear.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
237,U. Case studies,Do not leave case studies as four nearly identical pastel cards if a more art-directed treatment is possible.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
238,U. Case studies,Use actual case-study evidence/document imagery where legally/appropriately available.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
239,U. Case studies,Use award/win badges only if they remain visually credible and not gimmicky.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
240,U. Case studies,Consider adapting the 3D/perspective hover interaction to case-study cards.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
241,U. Case studies,"On hover/focus, reveal useful secondary information rather than decorative motion only.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
242,U. Case studies,Keep the case study readable and usable without hover.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
243,U. Case studies,Keep “View all documented case studies”.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
244,V. Direct provider engagements / client logos,Keep the fact that named care providers have worked directly with TenderLab.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
245,V. Direct provider engagements / client logos,Do not let this become a flat grid of pastel logo tiles with little narrative value.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
246,V. Direct provider engagements / client logos,Consider adapting the “Our Retailers” image-track/composition principle here if appropriate.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
247,V. Direct provider engagements / client logos,"If logos remain, integrate them into a stronger editorial or motion-led composition.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
248,V. Direct provider engagements / client logos,Do not misrepresent Trustpilot as a care provider; keep external review/platform relationships semantically clear.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
249,V. Direct provider engagements / client logos,Ensure external links are identifiable and accessible.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
250,W. Testimonials / reviews,Keep independent client feedback as a distinct trust section.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
251,W. Testimonials / reviews,Preserve external verification links where useful.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
252,W. Testimonials / reviews,Design the carousel/slider so controls are clear and keyboard accessible.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
253,W. Testimonials / reviews,Do not rely on auto-advancing motion that users cannot pause.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
254,W. Testimonials / reviews,Use portrait/logo imagery carefully and consistently.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
255,W. Testimonials / reviews,Integrate review presentation into the overall visual system rather than a generic testimonial component.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
256,X. Blogs,Keep Blogs as a top-level navigation destination and homepage content route.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
257,X. Blogs,Keep practical analysis/live tender content discoverable.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
258,X. Blogs,Use a card/editorial treatment consistent with the redesigned guides/case studies without making all three content types identical.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
259,X. Blogs,Use date/category hierarchy clearly.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
260,X. Blogs,"Use hover/focus interactions only as enhancement, not as the only way to reveal essential text.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
261,Y. FAQ,Keep the FAQ content and ability to expand answers.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
262,Y. FAQ,"Reject the current impression of six long, almost identical rounded rows as the final visual treatment.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
263,Y. FAQ,"Use more intentional spacing, numbering and interaction cues.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
264,Y. FAQ,Keep the left-side framing copy or equivalent contextual introduction.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
265,Y. FAQ,Keep “Ask TenderLab” or its approved equivalent.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
266,Y. FAQ,Ensure each accordion control exposes expanded/collapsed state to assistive technology.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
267,Y. FAQ,Ensure keyboard operation is correct.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
268,Y. FAQ,Allow the London separator system to frame the FAQ section without repeating the same skyline strip above and below.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
269,Z. Final CTA and footer,Keep a strong final CTA for visitors with a live tender.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
270,Z. Final CTA and footer,Do not let the final CTA look like another generic pastel rectangle.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
271,Z. Final CTA and footer,"Use a more substantial London/brand transition into the footer, inspired by the Access Point layered footer landscape logic.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
272,Z. Final CTA and footer,Do not automatically make the footer black; use the approved deepest brand tone if a deep footer is appropriate.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
273,Z. Final CTA and footer,Keep contact details and key pathways easy to scan.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
274,Z. Final CTA and footer,Keep legal/privacy/terms links accessible.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
275,Z. Final CTA and footer,Keep Contact Us available in the footer even though it is not a prominent top-nav CTA.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/page.tsx; components/Footer.tsx; full-page browser QA","Checked against the numbered requirement and its acceptance test."
276,AA. Scroll and motion system,Design what happens as the visitor scrolls through major sections.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
277,AA. Scroll and motion system,Do not use scroll hijacking.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
278,AA. Scroll and motion system,Do not delay access to information with long intro animations.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
279,AA. Scroll and motion system,"Use section-arrival motion intentionally, not on every paragraph.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
280,AA. Scroll and motion system,Use subtle parallax only where it supports depth and does not hurt readability.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
281,AA. Scroll and motion system,Use marquee movement in the dedicated Live Tenders/reference-inspired area.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
282,AA. Scroll and motion system,Use image-track movement in the adapted Our Retailers/tender-photo area if appropriate.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
283,AA. Scroll and motion system,Use separator foreground/background layers to create depth on section transitions where appropriate.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
284,AA. Scroll and motion system,Use reduced-motion media queries/preferences to disable nonessential movement.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
285,AA. Scroll and motion system,Keep animation durations restrained and consistent.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
286,AA. Scroll and motion system,"Ensure sticky/pinned sections, if used, do not trap keyboard or mobile users.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
287,AA. Scroll and motion system,Ensure scroll-triggered content is still present/accessible if JavaScript fails.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
288,AB. Responsive/mobile implementation,Redesign every major composition for mobile rather than simply stacking desktop columns.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
289,AB. Responsive/mobile implementation,Simplify complex London silhouettes on small screens without removing the visual language entirely.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
290,AB. Responsive/mobile implementation,Ensure text remains readable over illustrations and photos.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
291,AB. Responsive/mobile implementation,Ensure callback modal fits within mobile viewport.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
292,AB. Responsive/mobile implementation,Ensure marquee does not cause horizontal page overflow.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
293,AB. Responsive/mobile implementation,Ensure touch targets meet usable size expectations.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
294,AB. Responsive/mobile implementation,Ensure 3D/hover card behaviours have a tap/focus equivalent or simplified static mobile state.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
295,AB. Responsive/mobile implementation,Ensure navigation dropdowns are usable with touch and keyboard.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
296,AB. Responsive/mobile implementation,Ensure large display headings wrap intentionally rather than clipping.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
297,AC. Accessibility and quality,Meet WCAG-conscious colour contrast for text and controls.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
298,AC. Accessibility and quality,Do not use pale brand accents for essential text if contrast is insufficient.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
299,AC. Accessibility and quality,Provide visible keyboard focus states.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
300,AC. Accessibility and quality,Use semantic heading hierarchy.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
301,AC. Accessibility and quality,Use real buttons for actions and real links for navigation.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
302,AC. Accessibility and quality,Provide accessible names for icon-only controls.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
303,AC. Accessibility and quality,Ensure decorative London graphics do not pollute the accessibility tree.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
304,AC. Accessibility and quality,Optimise large images and SVGs for performance.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
305,AC. Accessibility and quality,Avoid layout shift from late-loading imagery.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
306,AC. Accessibility and quality,Avoid animation that causes nausea or prevents reading.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"app/refinement-system.css; browser QA; Next.js image components","Checked against the numbered requirement and its acceptance test."
